index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,school_holiday,state_holiday_0,state_holiday_a,state_holiday_b,state_holiday_c,sales
346648,901,4,14/11/2013,646,1,0,0,True,False,False,False,5721.3267
447302,938,6,18/04/2015,811,1,0,0,True,False,False,False,7878.093
216990,177,1,18/05/2015,678,1,1,1,True,False,False,False,6857.229
559627,466,6,28/12/2013,387,1,0,0,True,False,False,False,4059.3938
504432,103,1,18/05/2015,459,1,1,0,True,False,False,False,5435.4395
635798,1022,2,10/02/2015,737,1,0,0,True,False,False,False,5768.645
344756,1033,4,14/03/2013,1221,1,0,0,True,False,False,False,12093.645
226342,877,1,26/01/2015,880,1,1,0,True,False,False,False,9280.972
318823,475,5,04/04/2014,996,1,1,0,True,False,False,False,8074.566
20030,928,3,05/02/2014,788,1,1,0,True,False,False,False,7710.383
649771,186,4,24/01/2013,404,1,1,0,True,False,False,False,4501.2715
681712,574,3,10/12/2014,550,1,0,0,True,False,False,False,5568.548
78368,680,3,29/10/2014,699,1,0,0,True,False,False,False,5159.48
230169,107,7,03/05/2015,0,0,0,0,True,False,False,False,-13.16781
269712,655,3,05/11/2014,748,1,1,0,True,False,False,False,7473.9805
350613,18,5,07/02/2014,861,1,1,0,True,False,False,False,8324.301
334728,404,2,18/02/2014,688,1,1,0,True,False,False,False,7333.5986
705742,414,1,11/05/2015,420,1,0,0,True,False,False,False,4780.963
93752,422,3,08/01/2014,428,1,1,0,True,False,False,False,3985.447
123817,887,2,12/08/2014,509,1,0,1,True,False,False,False,4881.938
674479,527,7,05/07/2015,0,0,0,0,True,False,False,False,-132.35747
650301,675,3,05/02/2014,442,1,1,0,True,False,False,False,4906.8623
196898,623,1,07/04/2014,917,1,0,0,True,False,False,False,7612.517
379422,44,2,07/05/2013,654,1,0,0,True,False,False,False,5365.037
585486,649,2,21/04/2015,340,1,0,0,True,False,False,False,3162.735
412725,569,1,02/02/2015,803,1,1,1,True,False,False,False,7418.9985
183334,593,3,21/01/2015,968,1,0,0,True,False,False,False,7114.4004
73995,792,4,14/11/2013,619,1,0,0,True,False,False,False,5568.94
447000,1081,4,23/04/2015,539,1,0,0,True,False,False,False,4934.1816
560785,1106,4,28/08/2014,695,1,0,0,True,False,False,False,6072.6177
359727,566,1,10/02/2014,554,1,0,0,True,False,False,False,4347.8296
375769,987,6,23/05/2015,527,1,0,0,True,False,False,False,4199.444
397797,177,2,08/04/2014,499,1,0,0,True,False,False,False,4042.0964
1249,304,7,01/02/2015,0,0,0,0,True,False,False,False,-39.444225
149557,965,2,10/06/2014,873,1,0,0,True,False,False,False,6836.239
290724,1054,2,19/03/2013,700,1,1,0,True,False,False,False,7580.3364
387464,660,6,08/06/2013,319,1,0,0,True,False,False,False,2880.1948
313757,170,3,03/07/2013,543,1,1,0,True,False,False,False,5816.4404
529039,1065,4,07/11/2013,579,1,1,0,True,False,False,False,5083.479
296291,80,4,25/06/2015,497,1,0,0,True,False,False,False,4815.85
613203,791,4,24/07/2014,690,1,0,1,True,False,False,False,6284.482
464523,137,4,16/04/2015,954,1,1,0,True,False,False,False,8838.912
161982,683,4,14/11/2013,884,1,0,0,True,False,False,False,6862.6787
382005,231,1,29/04/2013,471,1,1,0,True,False,False,False,6383.5083
7325,957,3,28/01/2015,904,1,1,0,True,False,False,False,8332.973
118429,187,3,29/05/2013,737,1,1,0,True,False,False,False,7732.2905
123766,498,1,11/05/2015,882,1,0,0,True,False,False,False,6253.6177
7349,1036,7,20/04/2014,0,0,0,0,True,False,False,False,-32.951973
565135,376,6,08/06/2013,740,1,0,0,True,False,False,False,6870.3403
24934,264,6,21/02/2015,800,1,0,0,True,False,False,False,6348.3647
286099,145,4,23/01/2014,1255,1,1,0,True,False,False,False,9931.906
490877,300,4,21/11/2013,815,1,1,0,True,False,False,False,7868.001
1646,993,7,25/05/2014,0,0,0,0,True,False,False,False,-20.290873
689986,393,5,26/09/2014,538,1,0,0,True,False,False,False,5344.875
320579,305,2,24/03/2015,446,1,0,0,True,False,False,False,4099.24
448748,213,7,30/06/2013,0,0,0,0,True,False,False,False,-0.61598355
609387,149,2,17/03/2015,563,1,1,0,True,False,False,False,6629.032
236865,385,1,09/09/2013,962,1,1,1,True,False,False,False,11907.828
525297,682,2,23/09/2014,1711,1,0,0,True,False,False,False,9459.606
113400,369,6,22/02/2014,666,1,0,0,True,False,False,False,7502.6924
619381,800,5,13/03/2015,454,1,0,0,True,False,False,False,4533.8613
227213,325,2,12/02/2013,682,1,0,0,True,False,False,False,5853.506
545562,167,6,11/10/2014,634,1,0,0,True,False,False,False,6020.382
435926,950,6,11/05/2013,443,1,0,0,True,False,False,False,4539.963
299301,798,6,03/08/2013,346,1,0,0,True,False,False,False,3178.8384
39042,681,1,27/04/2015,468,1,1,0,True,False,False,False,3928.788
365256,538,1,18/02/2013,764,1,1,0,True,False,False,False,7487.271
587207,361,1,22/07/2013,523,1,0,1,True,False,False,False,4396.435
176364,193,5,20/02/2015,737,1,1,0,True,False,False,False,6002.228
400575,686,4,06/11/2014,925,1,1,0,True,False,False,False,9214.388
549959,1040,4,26/09/2013,870,1,1,0,True,False,False,False,7736.5337
166699,471,6,01/03/2014,637,1,0,0,True,False,False,False,5623.332
294311,468,4,18/04/2013,510,1,0,0,True,False,False,False,5178.6904
420407,142,7,24/03/2013,0,0,0,0,True,False,False,False,-35.273167
237202,460,7,14/06/2015,0,0,0,0,True,False,False,False,-65.34211
564349,150,1,26/01/2015,990,1,1,0,True,False,False,False,11766.205
128089,930,5,07/11/2014,1150,1,1,0,True,False,False,False,7953.3184
657221,574,6,07/03/2015,651,1,0,0,True,False,False,False,7407.503
64990,16,1,01/09/2014,923,1,1,1,True,False,False,False,9444.781
178445,481,7,28/06/2015,0,0,0,0,True,False,False,False,-51.32982
651768,186,6,06/06/2015,373,1,0,0,True,False,False,False,3438.5752
635799,816,1,23/06/2014,673,1,0,0,True,False,False,False,5727.335
693489,700,2,26/02/2013,421,1,0,0,True,False,False,False,3544.788
278415,315,3,10/07/2013,454,1,0,1,True,False,False,False,4245.0337
211688,393,3,01/07/2015,566,1,1,1,True,False,False,False,6393.06
20064,412,6,07/09/2013,635,1,0,0,True,False,False,False,6689.5815
500308,30,1,06/04/2015,0,0,0,1,False,False,True,False,-120.72263
531913,314,3,08/04/2015,511,1,0,1,True,False,False,False,4671.817
707941,1002,4,17/04/2014,1000,1,1,1,True,False,False,False,8083.4307
430737,87,4,06/03/2014,814,1,1,0,True,False,False,False,7353.7363
691371,145,4,02/07/2015,1166,1,1,0,True,False,False,False,9794.84
507152,107,5,15/05/2015,1071,1,0,1,True,False,False,False,9395.593
401650,647,5,08/11/2013,818,1,1,0,True,False,False,False,7306.224
695469,762,7,26/01/2014,0,0,0,0,True,False,False,False,-10.453421
529548,604,6,18/04/2015,547,1,0,0,True,False,False,False,5975.7476
90477,875,5,18/01/2013,479,1,0,0,True,False,False,False,4722.3247
206458,620,2,25/06/2013,602,1,0,0,True,False,False,False,5615.9287
597930,810,1,26/01/2015,500,1,1,0,True,False,False,False,6193.471
524473,61,6,13/04/2013,589,1,0,0,True,False,False,False,5546.7656
336083,707,6,29/03/2014,572,1,0,0,True,False,False,False,5489.8047
403801,766,3,16/01/2013,301,1,0,0,True,False,False,False,2864.365
410240,802,3,25/06/2014,440,1,0,0,True,False,False,False,4630.274
512028,213,3,15/05/2013,609,1,1,0,True,False,False,False,7112.957
519038,303,2,10/09/2013,551,1,1,0,True,False,False,False,6004.827
56041,920,6,16/11/2013,565,1,0,0,True,False,False,False,5476.891
265541,265,5,24/05/2013,451,1,0,0,True,False,False,False,4239.0947
114150,79,6,30/03/2013,619,1,0,0,True,False,False,False,7307.7515
526886,491,2,03/09/2013,416,1,0,1,True,False,False,False,4636.809
454888,172,6,16/05/2015,793,1,0,0,True,False,False,False,6709.5483
147743,374,2,23/07/2013,736,1,0,1,True,False,False,False,6657.137
572115,569,6,06/12/2014,502,1,0,0,True,False,False,False,4523.438
99501,258,2,05/02/2013,560,1,1,0,True,False,False,False,6835.8525
179373,1066,7,03/03/2013,0,0,0,0,True,False,False,False,-26.191216
387757,830,7,09/03/2014,0,0,0,0,True,False,False,False,-4.359292
202281,1076,5,30/08/2013,666,1,1,1,True,False,False,False,6987.7925
709512,782,5,15/08/2014,513,1,0,1,True,False,False,False,4450.111
216135,115,4,20/06/2013,460,1,1,0,True,False,False,False,5237.6934
612863,187,4,27/06/2013,681,1,0,1,True,False,False,False,6242.6387
328771,978,2,03/02/2015,1171,1,1,0,True,False,False,False,10255.386
573491,70,2,10/12/2013,710,1,0,0,True,False,False,False,6545.4443
192733,483,2,02/09/2014,1021,1,1,1,True,False,False,False,9379.228
44353,832,1,28/10/2013,436,1,0,0,True,False,False,False,4171.686
236331,361,7,01/06/2014,0,0,0,0,True,False,False,False,-85.93101
553304,893,5,13/06/2014,743,1,0,1,True,False,False,False,6340.208
427445,821,3,31/12/2014,486,1,0,1,True,False,False,False,4946.8745
493316,362,7,19/05/2013,0,0,0,0,True,False,False,False,-85.93101
313523,1005,2,17/06/2014,1038,1,1,0,True,False,False,False,8681.498
3276,394,4,05/06/2014,733,1,1,0,True,False,False,False,7968.8594
308662,616,2,24/12/2013,627,1,0,1,True,False,False,False,5714.2217
356016,814,5,05/06/2015,813,1,1,0,True,False,False,False,8202.058
431161,77,6,25/01/2014,675,1,0,0,True,False,False,False,6383.049
61175,522,3,13/05/2015,771,1,0,0,True,False,False,False,7446.115
26842,206,2,24/02/2015,789,1,0,0,True,False,False,False,5981.23
430126,59,5,17/05/2013,638,1,1,0,True,False,False,False,7285.375
124623,1048,5,23/05/2014,570,1,1,0,True,False,False,False,6595.371
537631,382,6,10/05/2014,560,1,0,0,True,False,False,False,6036.6953
216434,583,2,13/05/2014,368,1,0,0,True,False,False,False,3486.393
294400,821,3,17/04/2013,791,1,0,0,True,False,False,False,6705.3384
422037,292,3,23/10/2013,760,1,1,0,True,False,False,False,7539.1455
102501,206,4,24/10/2013,867,1,1,1,True,False,False,False,8018.1147
329904,454,7,14/09/2014,0,0,0,0,True,False,False,False,56.23422
103006,698,7,17/05/2015,0,0,0,0,True,False,False,False,-74.72794
469127,468,5,15/08/2014,657,1,0,1,True,False,False,False,6502.822
5005,491,6,15/02/2014,448,1,0,0,True,False,False,False,5070.2056
220894,603,2,28/07/2015,1139,1,1,0,True,False,False,False,9953.387
401783,781,4,18/06/2015,740,1,1,0,True,False,False,False,6776.971
217527,843,3,30/04/2014,1440,1,1,0,True,False,False,False,14371.741
308724,1094,6,16/02/2013,470,1,0,0,True,False,False,False,4499.405
409873,800,7,19/01/2014,0,0,0,0,True,False,False,False,1.3601747
215493,290,4,19/09/2013,577,1,0,0,True,False,False,False,5324.0317
342547,1108,6,16/03/2013,208,1,0,0,True,False,False,False,1929.6815
294512,1074,6,04/10/2014,635,1,0,0,True,False,False,False,5685.4473
292513,572,5,05/07/2013,698,1,1,0,True,False,False,False,7083.13
319506,54,7,22/12/2013,0,0,0,0,True,False,False,False,-8.511289
517696,915,4,28/03/2013,673,1,1,1,True,False,False,False,6098.0044
665016,466,4,27/11/2014,862,1,1,0,True,False,False,False,8709.641
423765,868,7,05/04/2015,0,0,0,1,True,False,False,False,105.08514
62653,964,5,13/12/2013,1449,1,0,0,True,False,False,False,9552.668
20054,1040,4,04/12/2014,1025,1,1,0,True,False,False,False,8835.64
711589,788,1,01/06/2015,2036,1,1,0,True,False,False,False,22790.564
87936,67,4,21/08/2014,753,1,1,1,True,False,False,False,8164.212
241745,4,5,07/11/2014,1458,1,1,0,True,False,False,False,10686.706
360134,655,1,11/05/2015,594,1,0,0,True,False,False,False,5143.638
334166,736,4,05/02/2015,544,1,1,0,True,False,False,False,5832.828
255085,949,4,03/01/2013,480,1,0,1,True,False,False,False,4179.7334
555805,490,6,13/04/2013,1225,1,0,0,True,False,False,False,9582.439
150656,279,2,12/02/2013,399,1,0,1,True,False,False,False,3973.533
283775,9,3,21/08/2013,444,1,0,1,True,False,False,False,4357.268
601948,968,1,07/01/2013,1220,1,1,0,True,False,False,False,11922.058
613748,1028,2,11/11/2014,619,1,1,0,True,False,False,False,6001.826
261608,80,3,03/07/2013,593,1,1,0,True,False,False,False,6578.9995
233811,973,5,20/06/2014,940,1,1,0,True,False,False,False,8497.851
106579,1088,4,05/06/2014,586,1,1,0,True,False,False,False,6038.7295
532149,752,4,30/01/2014,415,1,0,0,True,False,False,False,4169.0864
344688,87,5,12/07/2013,641,1,0,1,True,False,False,False,5525.1313
551815,412,7,13/01/2013,0,0,0,0,True,False,False,False,1.3139628
52623,1085,2,11/11/2014,855,1,1,0,True,False,False,False,8816.8
436822,588,4,20/03/2014,709,1,1,0,True,False,False,False,6978.094
621596,231,5,02/08/2013,457,1,1,1,True,False,False,False,5515.623
236567,963,7,18/05/2014,0,0,0,0,True,False,False,False,-7.025425
277582,374,7,13/10/2013,0,0,0,0,True,False,False,False,-29.761389
83494,100,5,06/02/2015,697,1,1,0,True,False,False,False,7213.1978
332826,103,1,26/08/2013,498,1,1,0,True,False,False,False,6000.696
575616,915,3,11/02/2015,361,1,0,0,True,False,False,False,3498.2788
562805,51,3,01/01/2014,0,0,0,1,False,True,False,False,122.3212
531812,351,1,08/04/2013,629,1,1,0,True,False,False,False,8000.1543
376185,1114,2,25/03/2014,2740,1,0,0,True,False,False,False,17158.291
623342,976,5,11/07/2014,711,1,0,1,True,False,False,False,6396.725
13193,310,7,21/09/2014,249,1,0,0,True,False,False,False,2465.6567
595749,688,4,23/07/2015,361,1,0,1,True,False,False,False,3311.0234
28132,980,2,26/03/2013,711,1,1,1,True,False,False,False,7831.689
454835,53,4,24/10/2013,537,1,1,0,True,False,False,False,6055.1304
412617,82,3,11/02/2015,917,1,0,0,True,False,False,False,6944.1313
304788,739,6,12/01/2013,753,1,0,0,True,False,False,False,7232.684
86421,443,7,07/06/2015,0,0,0,0,True,False,False,False,-20.600542
623013,871,6,13/12/2014,702,1,0,0,True,False,False,False,7234.267
530097,550,6,08/02/2014,615,1,0,0,True,False,False,False,5667.706
410760,319,7,26/04/2015,0,0,0,0,True,False,False,False,-54.118084
281652,943,1,10/02/2014,531,1,0,0,True,False,False,False,4849.0347
588827,257,7,06/10/2013,0,0,0,0,True,False,False,False,-27.616148
439040,775,2,04/06/2013,580,1,1,0,True,False,False,False,6168.13
30154,629,3,06/03/2013,668,1,1,0,True,False,False,False,6793.7217
93004,792,5,19/09/2014,689,1,1,0,True,False,False,False,7173.2476
316157,1020,2,23/09/2014,870,1,0,0,True,False,False,False,6550.9863
114511,344,5,21/06/2013,1168,1,1,1,True,False,False,False,9636.264
170180,731,7,22/02/2015,0,0,0,0,True,False,False,False,29.372746
138530,451,1,06/07/2015,496,1,0,0,True,False,False,False,5258.147
565268,474,3,02/10/2013,831,1,0,0,True,False,False,False,6015.0996
287711,86,3,10/07/2013,516,1,0,0,True,False,False,False,4242.1475
4654,540,1,22/04/2013,442,1,1,0,True,False,False,False,6395.7817
202434,120,2,28/01/2014,536,1,0,0,True,False,False,False,4802.1475
532308,665,7,02/06/2013,0,0,0,0,True,False,False,False,-146.45357
307343,332,5,14/02/2014,519,1,0,0,True,False,False,False,4388.4224
521051,614,2,22/07/2014,1062,1,0,1,True,False,False,False,8045.439
149288,487,5,21/06/2013,784,1,1,0,True,False,False,False,8022.523
234023,21,5,19/06/2015,584,1,1,0,True,False,False,False,6224.82
97087,550,4,12/09/2013,464,1,1,0,True,False,False,False,5193.312
429812,183,3,28/05/2014,660,1,0,0,True,False,False,False,5210.7764
596142,224,7,22/02/2015,0,0,0,0,True,False,False,False,21.762999
409309,250,5,22/03/2013,631,1,1,0,True,False,False,False,7280.503
683636,6,2,02/04/2013,854,1,0,1,True,False,False,False,7189.334
686370,640,5,02/08/2013,921,1,1,1,True,False,False,False,11097.373
250776,86,5,07/03/2014,764,1,1,0,True,False,False,False,6910.1123
417799,474,5,27/03/2015,693,1,0,0,True,False,False,False,5962.4277
550028,896,2,10/12/2013,1248,1,0,0,True,False,False,False,8135.2173
251533,714,7,21/07/2013,0,0,0,0,True,False,False,False,55.607273
390133,307,2,24/06/2014,288,1,0,0,True,False,False,False,2644.5896
269077,624,2,26/05/2015,718,1,0,1,True,False,False,False,6579.743
27655,88,2,10/06/2014,656,1,0,0,True,False,False,False,5387.079
500586,67,5,14/02/2014,786,1,0,0,True,False,False,False,7338.5825
112695,458,6,11/04/2015,896,1,0,0,True,False,False,False,7517.2896
650864,460,6,25/01/2014,103,1,0,0,True,False,False,False,802.09406
321964,1041,6,09/03/2013,662,1,0,0,True,False,False,False,6202.7456
660961,84,1,17/06/2013,1632,1,1,0,True,False,False,False,16710.578
492385,440,7,28/04/2013,0,0,0,0,True,False,False,False,-37.69168
552076,93,7,19/05/2013,0,0,0,0,True,False,False,False,5.3092427
613893,1080,7,15/02/2015,0,0,0,0,True,False,False,False,-12.4111805
629401,966,1,01/06/2015,754,1,1,0,True,False,False,False,7396.56
549055,299,2,21/04/2015,571,1,0,0,True,False,False,False,5189.477
112892,570,1,25/02/2013,474,1,0,0,True,False,False,False,5097.733
121451,983,4,27/11/2014,1188,1,1,0,True,False,False,False,10112.118
641261,465,2,29/01/2013,486,1,0,0,True,False,False,False,4993.8413
541767,916,7,19/05/2013,0,0,0,0,True,False,False,False,-32.347378
519846,385,6,02/03/2013,793,1,0,0,True,False,False,False,7611.055
541397,349,1,30/03/2015,999,1,1,1,True,False,False,False,11508.674
502097,662,1,02/03/2015,1061,1,1,0,True,False,False,False,11455.181
36501,598,1,18/02/2013,913,1,1,0,True,False,False,False,9021.464
253139,1054,7,29/03/2015,0,0,0,0,True,False,False,False,21.443771
307109,180,1,30/06/2014,1143,1,1,0,True,False,False,False,11961.183
73981,839,4,26/09/2013,727,1,1,0,True,False,False,False,6431.786
404525,375,1,28/04/2014,966,1,1,0,True,False,False,False,10259.674
592004,1105,7,06/07/2014,0,0,0,0,True,False,False,False,8.087811
75590,659,5,04/01/2013,592,1,0,1,True,False,False,False,5476.3174
475314,1077,1,17/06/2013,579,1,1,0,True,False,False,False,6788.1777
252954,401,2,29/10/2013,549,1,0,1,True,False,False,False,5129.5566
611112,463,6,29/03/2014,594,1,0,0,True,False,False,False,5118.2007
591608,446,1,13/07/2015,673,1,1,1,True,False,False,False,7037.819
154622,1077,4,12/09/2013,555,1,1,0,True,False,False,False,5466.907
301970,588,2,10/12/2013,715,1,0,0,True,False,False,False,5831.067
196654,896,5,28/06/2013,1029,1,0,1,True,False,False,False,7561.2417
194257,842,5,27/12/2013,1424,1,0,1,True,False,False,False,13134.201
579467,597,1,30/09/2013,802,1,0,0,True,False,False,False,6179.4233
446548,455,7,21/04/2013,0,0,0,0,True,False,False,False,56.23422
645817,203,4,17/01/2013,618,1,0,0,True,False,False,False,5570.2773
196148,776,6,31/01/2015,476,1,0,0,True,False,False,False,4472.761
464361,860,2,19/08/2014,894,1,1,1,True,False,False,False,8228.95
167290,47,2,13/08/2013,1087,1,1,0,True,False,False,False,9386.795
469528,10,3,13/02/2013,588,1,0,0,True,False,False,False,5312.4575
145015,559,4,03/04/2014,914,1,1,0,True,False,False,False,7523.6514
327862,45,6,22/11/2014,441,1,0,0,True,False,False,False,4698.892
11381,436,3,23/10/2013,603,1,1,1,True,False,False,False,6217.2363
465826,733,7,05/01/2014,2915,1,0,0,True,False,False,False,13523.002
565299,994,6,21/03/2015,246,1,0,0,True,False,False,False,2377.3806
270564,928,4,11/09/2014,508,1,0,0,True,False,False,False,4491.1777
169755,979,3,06/08/2014,578,1,1,1,True,False,False,False,6550.3486
27293,484,4,29/05/2014,0,0,0,0,False,True,False,False,-71.99405
474954,933,1,11/11/2013,952,1,0,0,True,False,False,False,7039.1074
635341,694,4,12/06/2014,688,1,0,1,True,False,False,False,6127.6494
392727,28,6,24/05/2014,291,1,0,0,True,False,False,False,2776.6047
123216,477,6,08/03/2014,433,1,0,0,True,False,False,False,4669.258
459333,1029,6,20/12/2014,361,1,0,0,True,False,False,False,3400.581
180951,198,2,23/04/2013,534,1,1,0,True,False,False,False,6468.865
279152,1038,2,20/05/2014,467,1,1,0,True,False,False,False,5640.0586
230579,219,3,24/06/2015,379,1,0,0,True,False,False,False,3089.4658
87544,217,5,25/01/2013,625,1,1,0,True,False,False,False,6406.5474
295440,185,7,21/04/2013,0,0,0,0,True,False,False,False,-32.396263
325889,358,2,12/08/2014,922,1,0,1,True,False,False,False,7322.981
566889,147,6,14/02/2015,993,1,0,0,True,False,False,False,7818.154
536541,735,7,18/08/2013,0,0,0,0,True,False,False,False,46.312313
275027,406,4,02/07/2015,531,1,1,0,True,False,False,False,5630.5415
596162,427,7,23/03/2014,0,0,0,0,True,False,False,False,24.397177
77898,168,6,23/08/2014,435,1,0,0,True,False,False,False,4135.539
82478,23,3,05/11/2014,514,1,1,0,True,False,False,False,5808.879
181551,845,2,09/04/2013,325,1,1,0,True,False,False,False,4639.4316
465576,634,5,11/10/2013,732,1,1,0,True,False,False,False,7446.6226
688745,1111,4,25/06/2015,368,1,0,0,True,False,False,False,4655.753
216365,97,4,17/10/2013,682,1,0,0,True,False,False,False,6059.9463
178662,73,7,03/02/2013,0,0,0,0,True,False,False,False,-28.464705
334761,697,3,01/05/2013,0,0,1,0,False,True,False,False,-104.6029
651107,494,3,29/05/2013,1117,1,1,0,True,False,False,False,9111.732
268520,1106,7,18/08/2013,0,0,0,0,True,False,False,False,8.087811
652483,385,7,19/01/2014,0,0,0,0,True,False,False,False,45.765865
676905,745,4,17/07/2014,743,1,1,0,True,False,False,False,7894.956
185358,417,3,03/04/2013,834,1,0,1,True,False,False,False,6319.4146
138558,992,5,12/09/2014,631,1,0,0,True,False,False,False,5827.669
659609,665,4,17/07/2014,1467,1,1,0,True,False,False,False,10198.387
696438,258,7,12/07/2015,0,0,0,0,True,False,False,False,77.95527
408297,336,2,06/05/2014,2324,1,1,0,True,False,False,False,16988.193
17578,1095,1,13/05/2013,834,1,1,0,True,False,False,False,7708.835
445725,803,5,24/07/2015,403,1,0,0,True,False,False,False,4301.1753
568183,53,4,03/01/2013,549,1,0,1,True,False,False,False,5079.0596
218181,101,1,08/12/2014,799,1,0,0,True,False,False,False,6212.0327
674067,674,7,24/08/2014,0,0,0,0,True,False,False,False,12.0193
687433,372,6,09/03/2013,665,1,0,0,True,False,False,False,7615.679
183946,288,4,19/06/2014,0,0,1,1,False,True,False,False,112.96716
116085,1014,3,29/07/2015,1035,1,1,1,True,False,False,False,9397.333
561712,43,7,12/07/2015,0,0,0,0,True,False,False,False,-19.419151
143980,5,2,30/09/2014,676,1,1,0,True,False,False,False,6188.071
12199,953,5,20/06/2014,556,1,1,0,True,False,False,False,5999.1772
407529,288,1,09/02/2015,201,1,0,0,True,False,False,False,2131.8267
295872,375,5,13/09/2013,835,1,1,0,True,False,False,False,8494.37
227378,550,2,14/10/2014,410,1,0,0,True,False,False,False,4146.7188
491858,854,1,08/04/2013,803,1,1,0,True,False,False,False,8409.881
24274,678,4,28/05/2015,759,1,0,0,True,False,False,False,6544.105
627534,248,2,08/07/2014,871,1,0,0,True,False,False,False,6520.258
481578,1069,2,27/01/2015,866,1,1,0,True,False,False,False,7769.2534
694295,357,3,08/01/2014,1079,1,1,0,True,False,False,False,9453.693
115967,821,5,23/08/2013,714,1,0,0,True,False,False,False,6816.4893
495623,402,5,08/02/2013,672,1,1,1,True,False,False,False,6987.1797
553893,450,3,13/08/2014,982,1,0,1,True,False,False,False,7620.1523
485515,803,4,10/10/2013,555,1,1,0,True,False,False,False,6687.2197
549381,630,2,03/03/2015,1078,1,1,0,True,False,False,False,10159.82
394767,374,4,29/08/2013,898,1,1,0,True,False,False,False,8477.343
314619,56,5,01/08/2014,625,1,1,1,True,False,False,False,7144.123
294183,195,2,23/12/2014,1918,1,0,1,True,False,False,False,15453.286
234076,844,4,21/08/2014,409,1,1,0,True,False,False,False,3507.309
175757,759,7,23/02/2014,0,0,0,0,True,False,False,False,-94.5247
322549,535,1,29/12/2014,903,1,0,1,True,False,False,False,7992.734
555995,535,4,19/09/2013,855,1,0,0,True,False,False,False,6931.0493
202657,488,2,10/06/2014,380,1,0,0,True,False,False,False,3669.0955
168712,47,1,25/08/2014,1066,1,0,0,True,False,False,False,8177.412
384355,359,7,20/07/2014,0,0,0,0,True,False,False,False,-10.388408
477304,795,1,19/01/2015,350,1,0,0,True,False,False,False,2969.1665
194847,1098,3,15/05/2013,792,1,1,0,True,False,False,False,6744.913
394439,432,4,21/08/2014,1740,1,1,0,True,False,False,False,12641.903
317018,417,6,18/07/2015,526,1,0,0,True,False,False,False,4844.878
669731,5,6,15/06/2013,219,1,0,0,True,False,False,False,1833.2986
34178,71,2,22/04/2014,783,1,0,1,True,False,False,False,7414.0166
327945,180,5,18/10/2013,740,1,0,0,True,False,False,False,6176.708
605360,456,2,19/05/2015,1061,1,1,0,True,False,False,False,8913.147
419577,1002,3,01/01/2014,0,0,0,1,False,True,False,False,-45.856358
41876,1087,4,20/02/2014,614,1,1,0,True,False,False,False,6217.956
316689,172,5,25/10/2013,834,1,1,0,True,False,False,False,7415.265
539462,737,7,29/06/2014,0,0,0,0,True,False,False,False,120.07112
443390,380,3,02/10/2013,1397,1,0,0,True,False,False,False,13172.767
413775,361,4,03/10/2013,0,0,0,0,False,True,False,False,-225.21156
146784,370,3,25/12/2013,0,0,0,1,False,False,False,True,330.78076
190111,1099,7,02/03/2014,548,1,0,0,True,False,False,False,3693.6013
80279,1084,3,07/01/2015,759,1,1,1,True,False,False,False,7662.192
441635,1066,1,01/12/2014,1419,1,1,0,True,False,False,False,14238.827
158034,622,5,26/06/2015,422,1,0,0,True,False,False,False,4418.1343
594453,1110,3,11/06/2014,446,1,0,0,True,False,False,False,3867.857
367073,732,1,03/03/2014,738,1,1,0,True,False,False,False,8254.788
518528,163,1,17/06/2013,1086,1,1,0,True,False,False,False,11060.933
210137,430,4,23/04/2015,591,1,0,0,True,False,False,False,5619.361
329968,93,7,12/04/2015,0,0,0,0,True,False,False,False,5.3092427
517039,1004,6,30/03/2013,658,1,0,0,True,False,False,False,5463.615
182467,38,3,27/03/2013,677,1,1,1,True,False,False,False,8079.938
295886,539,5,10/05/2013,1150,1,0,0,True,False,False,False,10364.995
311214,975,1,07/10/2013,849,1,1,0,True,False,False,False,8886.531
81502,32,2,03/03/2015,566,1,1,0,True,False,False,False,5761.7617
498827,239,4,29/05/2014,0,0,0,0,False,True,False,False,-37.92527
593682,882,5,14/02/2014,797,1,0,0,True,False,False,False,6527.3438
22406,259,1,19/01/2015,2523,1,0,0,True,False,False,False,11947.181
265118,682,7,28/04/2013,1208,1,0,0,True,False,False,False,6881.485
595558,1110,2,09/06/2015,524,1,0,0,True,False,False,False,4269.029
80744,865,1,09/12/2013,544,1,0,0,True,False,False,False,5726.036
75742,999,2,04/02/2014,831,1,1,0,True,False,False,False,9652.634
595634,106,5,26/12/2014,0,0,0,1,False,False,False,True,39.37182
482639,82,5,23/05/2014,984,1,1,0,True,False,False,False,8632.097
25513,462,7,15/03/2015,0,0,0,0,True,False,False,False,-65.34211
708535,65,1,15/06/2015,585,1,1,0,True,False,False,False,6939.3433
234394,254,1,16/03/2015,342,1,1,0,True,False,False,False,4357.373
580816,203,5,07/03/2014,850,1,1,0,True,False,False,False,7078.1846
602761,1042,7,04/01/2015,0,0,0,0,True,False,False,False,-33.822296
487928,62,3,29/05/2013,770,1,1,0,True,False,False,False,8564.106
507556,300,7,21/04/2013,0,0,0,0,True,False,False,False,16.922302
233858,211,7,03/02/2013,0,0,0,0,True,False,False,False,-0.61598355
700379,236,5,23/05/2014,889,1,1,0,True,False,False,False,7646.0166
58121,896,7,18/05/2014,0,0,0,0,True,False,False,False,-79.02869
